New Caledonia,NCL,2020-06-08,20
New Zealand,NZL,2020-06-08,1154
Nicaragua,NIC,2020-06-08,1309
Niger,NER,2020-06-08,973
Nigeria,NGA,2020-06-08,12486
North Macedonia,MKD,2020-06-08,3154
Northern Mariana Islands,MNP,2020-06-08,27
Norway,NOR,2020-06-08,8554
Oman,OMN,2020-06-08,16882
Pakistan,PAK,2020-06-08,98943
Palestine,PSE,2020-06-08,643
Panama,PAN,2020-06-08,16004
Papua New Guinea,PNG,2020-06-08,8
Paraguay,PRY,2020-06-08,1135
Peru,PER,2020-06-08,191758
Philippines,PHL,2020-06-08,21895
Poland,POL,2020-06-08,26561
Portugal,PRT,2020-06-08,34974
Puerto Rico,PRI,2020-06-08,1534
Qatar,QAT,2020-06-08,68790
Reunion,REU,2020-06-08,480
Romania,ROU,2020-06-08,20479
Russia,RUS,2020-06-08,476658
Rwanda,RWA,2020-06-08,439
Saint Barthelemy,BLM,2020-06-08,6
Saint Kitts and Nevis,KNA,2020-06-08,15
Saint Lucia,LCA,2020-06-08,19
Saint Martin (French part),MAF,2020-06-08,41
Saint Pierre and Miquelon,SPM,2020-06-08,1
Saint Vincent and the Grenadines,VCT,2020-06-08,26
San Marino,SMR,2020-06-08,697
Sao Tome and Principe,STP,2020-06-08,514
Saudi Arabia,SAU,2020-06-08,101914
Senegal,SEN,2020-06-08,4249
Serbia,SRB,2020-06-08,11823
Seychelles,SYC,2020-06-08,11
Sierra Leone,SLE,2020-06-08,969
Singapore,SGP,2020-06-08,37910
Sint Maarten (Dutch part),SXM,2020-06-08,77
Slovakia,SVK,2020-06-08,1530
Slovenia,SVN,2020-06-08,1485
Somalia,SOM,2020-06-08,2334
South Africa,ZAF,2020-06-08,48285
South Korea,KOR,2020-06-08,11813
South Sudan,SSD,2020-06-08,1538
Spain,ESP,2020-06-08,250038
Sri Lanka,LKA,2020-06-08,1857
Sudan,SDN,2020-06-08,6081
Suriname,SUR,2020-06-08,101
Sweden,SWE,2020-06-08,44682
Switzerland,CHE,2020-06-08,30938
Syria,SYR,2020-06-08,141
Tajikistan,TJK,2020-06-08,4529
Tanzania,TZA,2020-06-08,509
Thailand,THA,2020-06-08,3119
Togo,TGO,2020-06-08,495
Trinidad and Tobago,TTO,2020-06-08,117
Tunisia,TUN,2020-06-08,1087
Turkey,TUR,2020-06-08,170132
Turks and Caicos Islands,TCA,2020-06-08,12
Uganda,UGA,2020-06-08,635
Ukraine,UKR,2020-06-08,24901
United Arab Emirates,ARE,2020-06-08,38808
United Kingdom,GBR,2020-06-08,263908
United States,USA,2020-06-08,1958487
United States Virgin Islands,VIR,2020-06-08,71
Uruguay,URY,2020-06-08,845
Vatican,VAT,2020-06-08,12
Venezuela,VEN,2020-06-08,2316
Vietnam,VNM,2020-06-08,329
Yemen,YEM,2020-06-08,484
Zambia,ZMB,2020-06-08,1154
Zimbabwe,ZWE,2020-06-08,282
Afghanistan,AFG,2020-06-09,20917
Albania,ALB,2020-06-09,1246
Algeria,DZA,2020-06-09,10265
Andorra,AND,2020-06-09,852
Angola,AGO,2020-06-09,92
Anguilla,AIA,2020-06-09,3
Antigua and Barbuda,ATG,2020-06-09,25
Argentina,ARG,2020-06-09,32552
Armenia,ARM,2020-06-09,13675
Aruba,ABW,2020-06-09,101
Australia,AUS,2020-06-09,7265
Austria,AUT,2020-06-09,13660
Azerbaijan,AZE,2020-06-09,7553
Bahamas,BHS,2020-06-09,103
Bahrain,BHR,2020-06-09,15416
Bangladesh,BGD,2020-06-09,71675
Barbados,BRB,2020-06-09,92
Belarus,BLR,2020-06-09,49453
Belgium,BEL,2020-06-09,59811
Belize,BLZ,2020-06-09,19
Benin,BEN,2020-06-09,339
Bermuda,BMU,2020-06-09,141
Bhutan,BTN,2020-06-09,59
Bolivia,BOL,2020-06-09,13643
Bonaire Sint Eustatius and Saba,BES,2020-06-09,7
Bosnia and Herzegovina,BIH,2020-06-09,2704
Botswana,BWA,2020-06-09,42
Brazil,BRA,2020-06-09,691758
British Virgin Islands,VGB,2020-06-09,8
Brunei,BRN,2020-06-09,141
Bulgaria,BGR,2020-06-09,2711
Burkina Faso,BFA,2020-06-09,890
Burundi,BDI,2020-06-09,83
Cambodia,KHM,2020-06-09,126
Cameroon,CMR,2020-06-09,8312
Canada,CAN,2020-06-09,95688
Cape Verde,CPV,2020-06-09,567
Cayman Islands,CYM,2020-06-09,164
Central African Republic,CAF,2020-06-09,2073
Chad,TCD,2020-06-09,839
Chile,CHL,2020-06-09,138846
China,CHN,2020-06-09,84638
Colombia,COL,2020-06-09,39236
Comoros,COM,2020-06-09,92
Congo,COG,2020-06-09,718
Costa Rica,CRI,2020-06-09,1318
Cote d'Ivoire,CIV,2020-06-09,3881
Croatia,HRV,2020-06-09,2247
Cuba,CUB,2020-06-09,2200
Curacao,CUW,2020-06-09,21
Cyprus,CYP,2020-06-09,970
Czechia,CZE,2020-06-09,9800
Democratic Republic of Congo,COD,2020-06-09,4258
Denmark,DNK,2020-06-09,11962
Djibouti,DJI,2020-06-09,4278
Dominica,DMA,2020-06-09,16
Dominican Republic,DOM,2020-06-09,20126
East Timor,TLS,2020-06-09,24
Ecuador,ECU,2020-06-09,43378
Egypt,EGY,2020-06-09,35444
El Salvador,SLV,2020-06-09,3104
Equatorial Guinea,GNQ,2020-06-09,2261
Eritrea,ERI,2020-06-09,41
Estonia,EST,2020-06-09,7183
Eswatini,SWZ,2020-06-09,340
Ethiopia,ETH,2020-06-09,2146
Falkland Islands,FLK,2020-06-09,13
Faroe Islands,FRO,2020-06-09,187
Fiji,FJI,2020-06-09,18
Finland,FIN,2020-06-09,6648
France,FRA,2020-06-09,11214
French Guiana,GUF,2020-06-09,729
French Polynesia,PYF,2020-06-09,60
Gabon,GAB,2020-06-09,3101
Gambia,GMB,2020-06-09,28
Georgia,GEO,2020-06-09,818
Germany,DEU,2020-06-09,184436
Ghana,GHA,2020-06-09,9910
Gibraltar,GIB,2020-06-09,168
Greece,GRC,2020-06-09,3113
Greenland,GRL,2020-06-09,13
Grenada,GRD,2020-06-09,23
Guadeloupe,GLP,2020-06-09,164
Guam,GUM,2020-06-09,171
Guatemala,GTM,2020-06-09,7055
Guernsey,GGY,2020-06-09,252
Guinea,GIN,2020-06-09,4216
Guinea-Bissau,GNB,2020-06-09,1389
Guyana,GUY,2020-06-09,154
Haiti,HTI,2020-06-09,3334
Honduras,HND,2020-06-09,6327
Hungary,HUN,2020-06-09,4014
Iceland,ISL,2020-06-09,1821
India,IND,2020-06-09,266598
Indonesia,IDN,2020-06-09,33076
Iran,IRN,2020-06-09,173832
Iraq,IRQ,2020-06-09,13481
Ireland,IRL,2020-06-09,25201
Isle of Man,IMN,2020-06-09,338
Israel,ISR,2020-06-09,18041
Italy,ITA,2020-06-09,235278
Jamaica,JAM,2020-06-09,598
Japan,JPN,2020-06-09,17210
Jersey,JEY,2020-06-09,297
Jordan,JOR,2020-06-09,724
Kazakhstan,KAZ,2020-06-09,13074
Kenya,KEN,2020-06-09,2862
Kosovo,OWID_KOS,2020-06-09,1263
Kuwait,KWT,2020-06-09,32510
Laos,LAO,2020-06-09,19
Latvia,LVA,2020-06-09,1088
Lebanon,LBN,2020-06-09,1350
Lesotho,LSO,2020-06-09,4
Liberia,LBR,2020-06-09,388
Libya,LBY,2020-06-09,270
Liechtenstein,LIE,2020-06-09,83
Lithuania,LTU,2020-06-09,1660
Luxembourg,LUX,2020-06-09,3098
Madagascar,MDG,2020-06-09,1094
Malawi,MWI,2020-06-09,443
Malaysia,MYS,2020-06-09,8329
Maldives,MDV,2020-06-09,1942
Mali,MLI,2020-06-09,1545
Malta,MLT,2020-06-09,632
Martinique,MTQ,2020-06-09,202
Mauritania,MRT,2020-06-09,1104
Mauritius,MUS,2020-06-09,337
Mayotte,MYT,2020-06-09,2151
Mexico,MEX,2020-06-09,156402
Moldova,MDA,2020-06-09,9807
Monaco,MCO,2020-06-09,59
Mongolia,MNG,2020-06-09,194
Montenegro,MNE,2020-06-09,3
Montserrat,MSR,2020-06-09,11
Morocco,MAR,2020-06-09,8302
Mozambique,MOZ,2020-06-09,426
Myanmar,MMR,2020-06-09,246
Namibia,NAM,2020-06-09,31
Nepal,NPL,2020-06-09,4085
Netherlands,NLD,2020-06-09,47714
New Caledonia,NCL,2020-06-09,20
New Zealand,NZL,2020-06-09,1154
Nicaragua,NIC,2020-06-09,1309
Niger,NER,2020-06-09,973
Nigeria,NGA,2020-06-09,12801
North Macedonia,MKD,2020-06-09,3154
Northern Mariana Islands,MNP,2020-06-09,28
Norway,NOR,2020-06-09,8573
Oman,OMN,2020-06-09,17486
Pakistan,PAK,2020-06-09,103671
Palestine,PSE,2020-06-09,652
Panama,PAN,2020-06-09,16425
Papua New Guinea,PNG,2020-06-09,8
Paraguay,PRY,2020-06-09,1145
Peru,PER,2020-06-09,196515
Philippines,PHL,2020-06-09,22474
Poland,POL,2020-06-09,27160
Portugal,PRT,2020-06-09,34974
Puerto Rico,PRI,2020-06-09,1546
Qatar,QAT,2020-06-09,70158
Reunion,REU,2020-06-09,481
Romania,ROU,2020-06-09,20604
Russia,RUS,2020-06-09,485253
Rwanda,RWA,2020-06-09,451
Saint Barthelemy,BLM,2020-06-09,6
Saint Kitts and Nevis,KNA,2020-06-09,15
Saint Lucia,LCA,2020-06-09,19
Saint Martin (French part),MAF,2020-06-09,41
Saint Pierre and Miquelon,SPM,2020-06-09,1
Saint Vincent and the Grenadines,VCT,2020-06-09,27
San Marino,SMR,2020-06-09,697
Sao Tome and Principe,STP,2020-06-09,514
Saudi Arabia,SAU,2020-06-09,105283
Senegal,SEN,2020-06-09,4430
Serbia,SRB,2020-06-09,11896
Seychelles,SYC,2020-06-09,11
Sierra Leone,SLE,2020-06-09,1001
Singapore,SGP,2020-06-09,38296
Sint Maarten (Dutch part),SXM,2020-06-09,77
Slovakia,SVK,2020-06-09,1531
Slovenia,SVN,2020-06-09,1485
Somalia,SOM,2020-06-09,2368
South Africa,ZAF,2020-06-09,50879
South Korea,KOR,2020-06-09,11851
South Sudan,SSD,2020-06-09,1538
Spain,ESP,2020-06-09,250038
Sri Lanka,LKA,2020-06-09,1859
Sudan,SDN,2020-06-09,6242
Suriname,SUR,2020-06-09,128
Sweden,SWE,2020-06-09,45359
Switzerland,CHE,2020-06-09,30963
Syria,SYR,2020-06-09,144
Tajikistan,TJK,2020-06-09,4609
Tanzania,TZA,2020-06-09,509
Thailand,THA,2020-06-09,3121
Togo,TGO,2020-06-09,497
Trinidad and Tobago,TTO,2020-06-09,117
Tunisia,TUN,2020-06-09,1087
Turkey,TUR,2020-06-09,171121
Turks and Caicos Islands,TCA,2020-06-09,12
Uganda,UGA,2020-06-09,646
Ukraine,UKR,2020-06-09,24901
United Arab Emirates,ARE,2020-06-09,39376
United Kingdom,GBR,2020-06-09,264630
United States,USA,2020-06-09,1976942
United States Virgin Islands,VIR,2020-06-09,71
Uruguay,URY,2020-06-09,845
Vatican,VAT,2020-06-09,12
Venezuela,VEN,2020-06-09,2377
Vietnam,VNM,2020-06-09,332
Yemen,YEM,2020-06-09,496
Zambia,ZMB,2020-06-09,1200
Zimbabwe,ZWE,2020-06-09,287
Afghanistan,AFG,2020-06-10,21222
Albania,ALB,2020-06-10,1263
Algeria,DZA,2020-06-10,10382
Andorra,AND,2020-06-10,852
Angola,AGO,2020-06-10,96
Anguilla,AIA,2020-06-10,3
Antigua and Barbuda,ATG,2020-06-10,25
Argentina,ARG,2020-06-10,34214
Armenia,ARM,2020-06-10,14103
Aruba,ABW,2020-06-10,101
Australia,AUS,2020-06-10,7267
Austria,AUT,2020-06-10,13684
Azerbaijan,AZE,2020-06-10,7876
Bahamas,BHS,2020-06-10,103
Bahrain,BHR,2020-06-10,16199
Bangladesh,BGD,2020-06-10,74865
Barbados,BRB,2020-06-10,92
Belarus,BLR,2020-06-10,50265
Belgium,BEL,2020-06-10,59963
Belize,BLZ,2020-06-10,19
Benin,BEN,2020-06-10,357
Bermuda,BMU,2020-06-10,141
Bhutan,BTN,2020-06-10,62
Bolivia,BOL,2020-06-10,13949
Bonaire Sint Eustatius and Saba,BES,2020-06-10,7
Bosnia and Herzegovina,BIH,2020-06-10,2728
Botswana,BWA,2020-06-10,42
Brazil,BRA,2020-06-10,707412
British Virgin Islands,VGB,2020-06-10,8
Brunei,BRN,2020-06-10,141
Bulgaria,BGR,2020-06-10,2711
Burkina Faso,BFA,2020-06-10,890
Burundi,BDI,2020-06-10,83
Cambodia,KHM,2020-06-10,126
Cameroon,CMR,2020-06-10,8681
Canada,CAN,2020-06-10,96233
Cape Verde,CPV,2020-06-10,585
Cayman Islands,CYM,2020-06-10,171
Central African Republic,CAF,2020-06-10,2153
Chad,TCD,2020-06-10,844
Chile,CHL,2020-06-10,142759
China,CHN,2020-06-10,84641
Colombia,COL,2020-06-10,40719
Comoros,COM,2020-06-10,92
Congo,COG,2020-06-10,728
Costa Rica,CRI,2020-06-10,1342
Cote d'Ivoire,CIV,2020-06-10,3995
Croatia,HRV,2020-06-10,2247
Cuba,CUB,2020-06-10,2205
Curacao,CUW,2020-06-10,21
Cyprus,CYP,2020-06-10,972
Czechia,CZE,2020-06-10,9855
Democratic Republic of Congo,COD,2020-06-10,4389
Denmark,DNK,2020-06-10,12001
Djibouti,DJI,2020-06-10,4331
Dominica,DMA,2020-06-10,16
Dominican Republic,DOM,2020-06-10,20415
East Timor,TLS,2020-06-10,24
Ecuador,ECU,2020-06-10,43917
Egypt,EGY,2020-06-10,36829
El Salvador,SLV,2020-06-10,3191
Equatorial Guinea,GNQ,2020-06-10,2304
Eritrea,ERI,2020-06-10,41
Estonia,EST,2020-06-10,7183
Eswatini,SWZ,2020-06-10,369
Ethiopia,ETH,2020-06-10,2336
Falkland Islands,FLK,2020-06-10,13
Faroe Islands,FRO,2020-06-10,187
Fiji,FJI,2020-06-10,18
Finland,FIN,2020-06-10,6661
France,FRA,2020-06-10,11214
French Guiana,GUF,2020-06-10,773
French Polynesia,PYF,2020-06-10,60
Gabon,GAB,2020-06-10,3294
Gambia,GMB,2020-06-10,28
Georgia,GEO,2020-06-10,822
Germany,DEU,2020-06-10,184436
Ghana,GHA,2020-06-10,10201
Gibraltar,GIB,2020-06-10,168
Greece,GRC,2020-06-10,3113
Greenland,GRL,2020-06-10,13
Grenada,GRD,2020-06-10,23
Guadeloupe,GLP,2020-06-10,164
Guam,GUM,2020-06-10,172
Guatemala,GTM,2020-06-10,7502
Guernsey,GGY,2020-06-10,252
Guinea,GIN,2020-06-10,4258
Guinea-Bissau,GNB,2020-06-10,1389
Guyana,GUY,2020-06-10,154
Haiti,HTI,2020-06-10,3538
Honduras,HND,2020-06-10,6450
Hungary,HUN,2020-06-10,4017
Iceland,ISL,2020-06-10,1821
India,IND,2020-06-10,276583
Indonesia,IDN,2020-06-10,34316
Iran,IRN,2020-06-10,175927
Iraq,IRQ,2020-06-10,14268
Ireland,IRL,2020-06-10,25207
Isle of Man,IMN,2020-06-10,338
Israel,ISR,2020-06-10,18215
Italy,ITA,2020-06-10,235561
Jamaica,JAM,2020-06-10,599
Japan,JPN,2020-06-10,17251
Jersey,JEY,2020-06-10,297
Jordan,JOR,2020-06-10,734
Kazakhstan,KAZ,2020-06-10,13319
Kenya,KEN,2020-06-10,2989
Kosovo,OWID_KOS,2020-06-10,1263
Kuwait,KWT,2020-06-10,33140
Laos,LAO,2020-06-10,19
Latvia,LVA,2020-06-10,1088
Lebanon,LBN,2020-06-10,1368
Lesotho,LSO,2020-06-10,4
Liberia,LBR,2020-06-10,402
Libya,LBY,2020-06-10,332
Liechtenstein,LIE,2020-06-10,83
Lithuania,LTU,2020-06-10,1678
Luxembourg,LUX,2020-06-10,3098
Madagascar,MDG,2020-06-10,1138
Malawi,MWI,2020-06-10,455
Malaysia,MYS,2020-06-10,8336
Maldives,MDV,2020-06-10,1962
Mali,MLI,2020-06-10,1584
Malta,MLT,2020-06-10,632
Martinique,MTQ,2020-06-10,202
Mauritania,MRT,2020-06-10,1162
Mauritius,MUS,2020-06-10,337
Mayotte,MYT,2020-06-10,2175
Mexico,MEX,2020-06-10,162693
Moldova,MDA,2020-06-10,10025
Monaco,MCO,2020-06-10,59
Mongolia,MNG,2020-06-10,194
Montenegro,MNE,2020-06-10,3
Montserrat,MSR,2020-06-10,11
Morocco,MAR,2020-06-10,8437
Mozambique,MOZ,2020-06-10,453
Myanmar,MMR,2020-06-10,248
Namibia,NAM,2020-06-10,31
Nepal,NPL,2020-06-10,4364
Netherlands,NLD,2020-06-10,47714
New Caledonia,NCL,2020-06-10,21
New Zealand,NZL,2020-06-10,1154
Nicaragua,NIC,2020-06-10,1309
Niger,NER,2020-06-10,974
Nigeria,NGA,2020-06-10,13464
North Macedonia,MKD,2020-06-10,3154
Northern Mariana Islands,MNP,2020-06-10,30
Norway,NOR,2020-06-10,8586
Oman,OMN,2020-06-10,18198
Pakistan,PAK,2020-06-10,108317
Palestine,PSE,2020-06-10,661
Panama,PAN,2020-06-10,16854
Papua New Guinea,PNG,2020-06-10,8
Paraguay,PRY,2020-06-10,1187
Peru,PER,2020-06-10,199696
Philippines,PHL,2020-06-10,22992
Poland,POL,2020-06-10,27560
Portugal,PRT,2020-06-10,34974
Puerto Rico,PRI,2020-06-10,1559
Qatar,QAT,2020-06-10,71879
Reunion,REU,2020-06-10,481
Romania,ROU,2020-06-10,20749
Russia,RUS,2020-06-10,493657
Rwanda,RWA,2020-06-10,463
Saint Barthelemy,BLM,2020-06-10,6
Saint Kitts and Nevis,KNA,2020-06-10,15
Saint Lucia,LCA,2020-06-10,19
Saint Martin (French part),MAF,2020-06-10,41
Saint Pierre and Miquelon,SPM,2020-06-10,1
Saint Vincent and the Grenadines,VCT,2020-06-10,27
San Marino,SMR,2020-06-10,697
Sao Tome and Principe,STP,2020-06-10,611
Saudi Arabia,SAU,2020-06-10,108571
Senegal,SEN,2020-06-10,4516
Serbia,SRB,2020-06-10,11965
Seychelles,SYC,2020-06-10,11
Sierra Leone,SLE,2020-06-10,1025
Singapore,SGP,2020-06-10,38514
Sint Maarten (Dutch part),SXM,2020-06-10,77
Slovakia,SVK,2020-06-10,1533
Slovenia,SVN,2020-06-10,1485
Somalia,SOM,2020-06-10,2416
South Africa,ZAF,2020-06-10,52991
South Korea,KOR,2020-06-10,11901
South Sudan,SSD,2020-06-10,1550
Spain,ESP,2020-06-10,250038
Sri Lanka,LKA,2020-06-10,1869
Sudan,SDN,2020-06-10,6427
Suriname,SUR,2020-06-10,133
Sweden,SWE,2020-06-10,46296
Switzerland,CHE,2020-06-10,30974
Syria,SYR,2020-06-10,146
Tajikistan,TJK,2020-06-10,4690
Tanzania,TZA,2020-06-10,509
Thailand,THA,2020-06-10,3125
Togo,TGO,2020-06-10,501
Trinidad and Tobago,TTO,2020-06-10,117
Tunisia,TUN,2020-06-10,1087
Turkey,TUR,2020-06-10,172114
Turks and Caicos Islands,TCA,2020-06-10,12
Uganda,UGA,2020-06-10,654
Ukraine,UKR,2020-06-10,24901
United Arab Emirates,ARE,2020-06-10,39904
United Kingdom,GBR,2020-06-10,265729
United States,USA,2020-06-10,1995093
United States Virgin Islands,VIR,2020-06-10,71
Uruguay,URY,2020-06-10,845
Vatican,VAT,2020-06-10,12
Venezuela,VEN,2020-06-10,2473
Vietnam,VNM,2020-06-10,332
Yemen,YEM,2020-06-10,524
Zambia,ZMB,2020-06-10,1235
Zimbabwe,ZWE,2020-06-10,314
Afghanistan,AFG,2020-06-11,22142
Albania,ALB,2020-06-11,1299
Algeria,DZA,2020-06-11,10484
Andorra,AND,2020-06-11,852
Angola,AGO,2020-06-11,113
Anguilla,AIA,2020-06-11,3
Antigua and Barbuda,ATG,2020-06-11,25
Argentina,ARG,2020-06-11,35866
Armenia,ARM,2020-06-11,14669
Aruba,ABW,2020-06-11,101
Australia,AUS,2020-06-11,7267
Austria,AUT,2020-06-11,13699
Azerbaijan,AZE,2020-06-11,8191
Bahamas,BHS,2020-06-11,103
Bahrain,BHR,2020-06-11,16667
Bangladesh,BGD,2020-06-11,78052
Barbados,BRB,2020-06-11,96
Belarus,BLR,2020-06-11,51066
Belgium,BEL,2020-06-11,60108
Belize,BLZ,2020-06-11,20
Benin,BEN,2020-06-11,388
Bermuda,BMU,2020-06-11,141
Bhutan,BTN,2020-06-11,62
Bolivia,BOL,2020-06-11,14644
Bonaire Sint Eustatius and Saba,BES,2020-06-11,7
Bosnia and Herzegovina,BIH,2020-06-11,2775
Botswana,BWA,2020-06-11,48
Brazil,BRA,2020-06-11,739503
British Virgin Islands,VGB,2020-06-11,8
Brunei,BRN,2020-06-11,141
Bulgaria,BGR,2020-06-11,2711
Burkina Faso,BFA,2020-06-11,891
Burundi,BDI,2020-06-11,83
Cambodia,KHM,2020-06-11,126
Cameroon,CMR,2020-06-11,8743
Canada,CAN,2020-06-11,96642
Cape Verde,CPV,2020-06-11,616
Cayman Islands,CYM,2020-06-11,176
Central African Republic,CAF,2020-06-11,2253
Chad,TCD,2020-06-11,846
Chile,CHL,2020-06-11,148496
China,CHN,2020-06-11,84652
Colombia,COL,2020-06-11,42078
Comoros,COM,2020-06-11,92
Congo,COG,2020-06-11,779
Costa Rica,CRI,2020-06-11,1375
Cote d'Ivoire,CIV,2020-06-11,4181
Croatia,HRV,2020-06-11,2249
Cuba,CUB,2020-06-11,2211
Curacao,CUW,2020-06-11,22
Cyprus,CYP,2020-06-11,974
Czechia,CZE,2020-06-11,9929
Democratic Republic of Congo,COD,2020-06-11,4514
Denmark,DNK,2020-06-11,12016
Djibouti,DJI,2020-06-11,4373
Dominica,DMA,2020-06-11,16
Dominican Republic,DOM,2020-06-11,20808
East Timor,TLS,2020-06-11,24
Ecuador,ECU,2020-06-11,44440
Egypt,EGY,2020-06-11,38284
El Salvador,SLV,2020-06-11,3274
Equatorial Guinea,GNQ,2020-06-11,2369
Eritrea,ERI,2020-06-11,41
Estonia,EST,2020-06-11,7183
Eswatini,SWZ,2020-06-11,398
Ethiopia,ETH,2020-06-11,2506
Falkland Islands,FLK,2020-06-11,13
Faroe Islands,FRO,2020-06-11,187
Fiji,FJI,2020-06-11,18
Finland,FIN,2020-06-11,6666
France,FRA,2020-06-11,11214
French Guiana,GUF,2020-06-11,865
French Polynesia,PYF,2020-06-11,60
Gabon,GAB,2020-06-11,3294
Gambia,GMB,2020-06-11,28
Georgia,GEO,2020-06-11,828
Germany,DEU,2020-06-11,184436
Ghana,GHA,2020-06-11,10358
Gibraltar,GIB,2020-06-11,168
Greece,GRC,2020-06-11,3113
Greenland,GRL,2020-06-11,13
Grenada,GRD,2020-06-11,23
Guadeloupe,GLP,2020-06-11,164
Guam,GUM,2020-06-11,174
Guatemala,GTM,2020-06-11,7866
Guernsey,GGY,2020-06-11,252
Guinea,GIN,2020-06-11,4291
Guinea-Bissau,GNB,2020-06-11,1389
Guyana,GUY,2020-06-11,156
Haiti,HTI,2020-06-11,3662
Honduras,HND,2020-06-11,6935
Hungary,HUN,2020-06-11,4027
Iceland,ISL,2020-06-11,1821
India,IND,2020-06-11,286579
Indonesia,IDN,2020-06-11,35295
Iran,IRN,2020-06-11,177938
Iraq,IRQ,2020-06-11,15414
Ireland,IRL,2020-06-11,25215
Isle of Man,IMN,2020-06-11,338
Israel,ISR,2020-06-11,18456
Italy,ITA,2020-06-11,235763
Jamaica,JAM,2020-06-11,605
Japan,JPN,2020-06-11,17292
Jersey,JEY,2020-06-11,297
Jordan,JOR,2020-06-11,747
Kazakhstan,KAZ,2020-06-11,13559
Kenya,KEN,2020-06-11,3094
Kosovo,OWID_KOS,2020-06-11,1298
Kuwait,KWT,2020-06-11,33823
Laos,LAO,2020-06-11,19
Latvia,LVA,2020-06-11,1088
Lebanon,LBN,2020-06-11,1388
Lesotho,LSO,2020-06-11,4
Liberia,LBR,2020-06-11,415
Libya,LBY,2020-06-11,359
Liechtenstein,LIE,2020-06-11,83
Lithuania,LTU,2020-06-11,1686
Luxembourg,LUX,2020-06-11,3098
Madagascar,MDG,2020-06-11,1162
Malawi,MWI,2020-06-11,455
Malaysia,MYS,2020-06-11,8338
Maldives,MDV,2020-06-11,1976
Mali,MLI,2020-06-11,1665
Malta,MLT,2020-06-11,632
Martinique,MTQ,2020-06-11,202
Mauritania,MRT,2020-06-11,1283
Mauritius,MUS,2020-06-11,337
Mayotte,MYT,2020-06-11,2206
Mexico,MEX,2020-06-11,168566
Moldova,MDA,2020-06-11,10321
Monaco,MCO,2020-06-11,59
Mongolia,MNG,2020-06-11,194
Montenegro,MNE,2020-06-11,3
Montserrat,MSR,2020-06-11,11
Morocco,MAR,2020-06-11,8508
Mozambique,MOZ,2020-06-11,472
Myanmar,MMR,2020-06-11,260
Namibia,NAM,2020-06-11,31
Nepal,NPL,2020-06-11,4614
Netherlands,NLD,2020-06-11,47714
New Caledonia,NCL,2020-06-11,21
New Zealand,NZL,2020-06-11,1154
Nicaragua,NIC,2020-06-11,1655
Niger,NER,2020-06-11,974
Nigeria,NGA,2020-06-11,13873
North Macedonia,MKD,2020-06-11,3154
Northern Mariana Islands,MNP,2020-06-11,30
Norway,NOR,2020-06-11,8600
Oman,OMN,2020-06-11,18887
Pakistan,PAK,2020-06-11,113702
Palestine,PSE,2020-06-11,665
Panama,PAN,2020-06-11,17233
Papua New Guinea,PNG,2020-06-11,8
Paraguay,PRY,2020-06-11,1202
Peru,PER,2020-06-11,203736
Philippines,PHL,2020-06-11,23732
Poland,POL,2020-06-11,27842
Portugal,PRT,2020-06-11,34974
Puerto Rico,PRI,2020-06-11,1572
Qatar,QAT,2020-06-11,73595
Reunion,REU,2020-06-11,486
Romania,ROU,2020-06-11,20945
Russia,RUS,2020-06-11,502436
Rwanda,RWA,2020-06-11,476
Saint Barthelemy,BLM,2020-06-11,6
Saint Kitts and Nevis,KNA,2020-06-11,15
Saint Lucia,LCA,2020-06-11,19
Saint Martin (French part),MAF,2020-06-11,41
Saint Pierre and Miquelon,SPM,2020-06-11,1
Saint Vincent and the Grenadines,VCT,2020-06-11,27
San Marino,SMR,2020-06-11,697
Sao Tome and Principe,STP,2020-06-11,632
Saudi Arabia,SAU,2020-06-11,112288
Senegal,SEN,2020-06-11,4640
Serbia,SRB,2020-06-11,12031
Seychelles,SYC,2020-06-11,11
Sierra Leone,SLE,2020-06-11,1062
Singapore,SGP,2020-06-11,38965
Sint Maarten (Dutch part),SXM,2020-06-11,77
Slovakia,SVK,2020-06-11,1541
Slovenia,SVN,2020-06-11,1485
Somalia,SOM,2020-06-11,2452
South Africa,ZAF,2020-06-11,55421
South Korea,KOR,2020-06-11,11946
South Sudan,SSD,2020-06-11,1598
Spain,ESP,2020-06-11,250038
Sri Lanka,LKA,2020-06-11,1877
Sudan,SDN,2020-06-11,6582
Suriname,SUR,2020-06-11,137
Sweden,SWE,2020-06-11,47733
Switzerland,CHE,2020-06-11,30998
Syria,SYR,2020-06-11,152
Tajikistan,TJK,2020-06-11,4763
Tanzania,TZA,2020-06-11,509
Thailand,THA,2020-06-11,3125
Togo,TGO,2020-06-11,522
Trinidad and Tobago,TTO,2020-06-11,117
Tunisia,TUN,2020-06-11,1087
Turkey,TUR,2020-06-11,173036
Turks and Caicos Islands,TCA,2020-06-11,12
Uganda,UGA,2020-06-11,668
Ukraine,UKR,2020-06-11,24901
United Arab Emirates,ARE,2020-06-11,40507
United Kingdom,GBR,2020-06-11,266894
United States,USA,2020-06-11,2013674
United States Virgin Islands,VIR,2020-06-11,72
Uruguay,URY,2020-06-11,846
Vatican,VAT,2020-06-11,12
Venezuela,VEN,2020-06-11,2632
Vietnam,VNM,2020-06-11,332
Yemen,YEM,2020-06-11,560
Zambia,ZMB,2020-06-11,1252
Zimbabwe,ZWE,2020-06-11,320
